series,filename,id,page
MDT02,MDT02-ETRS89-HU28-1079-2-COB2.asc,10325464,1
MDT02,MDT02-ETRS89-HU28-1079-4-COB2.asc,10325487,1
MDT02,MDT02-ETRS89-HU28-1080-2-COB2.asc,10325533,1
MDT02,MDT02-ETRS89-HU28-1080-3-COB2.asc,10325493,1
MDT02,MDT02-ETRS89-HU28-1080-4-COB2.asc,10325475,1
MDT02,MDT02-ETRS89-HU28-1081-2-COB2.asc,10325521,1
MDT02,MDT02-ETRS89-HU28-1081-4-COB2.asc,10325511,1
MDT02,MDT02-ETRS89-HU28-1082-1-COB2.asc,10325523,1
MDT02,MDT02-ETRS89-HU28-1082-2-COB2.asc,10325492,1
MDT02,MDT02-ETRS89-HU28-1082-3-COB2.asc,10325531,1
MDT02,MDT02-ETRS89-HU28-1082-4-COB2.asc,10325468,1
MDT02,MDT02-ETRS89-HU28-1083-1-COB2.asc,10325519,1
MDT02,MDT02-ETRS89-HU28-1083-2-COB2.asc,10325513,1
MDT02,MDT02-ETRS89-HU28-1083-3-COB2.asc,10325520,1
MDT02,MDT02-ETRS89-HU28-1083-4-COB2.asc,10325488,1
MDT02,MDT02-ETRS89-HU28-1084-1-2-COB2.asc,10325516,1
MDT02,MDT02-ETRS89-HU28-1085-1-COB2.asc,10325504,1
MDT02,MDT02-ETRS89-HU28-1085-2-COB2.asc,10325474,1
MDT02,MDT02-ETRS89-HU28-1085-3-4-COB2.asc,10325532,1
MDT02,MDT02-ETRS89-HU28-1086-1-COB2.asc,10325472,1
MDT02,MDT02-ETRS89-HU28-1086-2-COB2.asc,10325457,1
MDT02,MDT02-ETRS89-HU28-1086-3-COB2.asc,10325456,1
MDT02,MDT02-ETRS89-HU28-1086-4-COB2.asc,10325491,1
MDT02,MDT02-ETRS89-HU28-1087-1-2-COB2.asc,10325482,1
MDT02,MDT02-ETRS89-HU28-1088-2-COB2.asc,10325476,1
MDT02,MDT02-ETRS89-HU28-1088-3-4-COB2.asc,10325490,1
MDT02,MDT02-ETRS89-HU28-1089-1-COB2.asc,10325469,1
MDT02,MDT02-ETRS89-HU28-1089-3-COB2.asc,10325473,1
MDT02,MDT02-ETRS89-HU28-1090-1-COB2.asc,10325496,1
MDT02,MDT02-ETRS89-HU28-1090-2-COB2.asc,10325489,1
MDT02,MDT02-ETRS89-HU28-1090-3-COB2.asc,10325454,1
MDT02,MDT02-ETRS89-HU28-1090-4-COB2.asc,10325479,1
MDT02,MDT02-ETRS89-HU28-1091-1-COB2.asc,10325518,1
MDT02,MDT02-ETRS89-HU28-1091-2-COB2.asc,10325528,1
MDT02,MDT02-ETRS89-HU28-1091-3-COB2.asc,10325477,1
MDT02,MDT02-ETRS89-HU28-1091-4-COB2.asc,10325462,1
MDT02,MDT02-ETRS89-HU28-1092-1-COB2.asc,10325529,1
MDT02,MDT02-ETRS89-HU28-1092-2-COB2.asc,10325458,1
MDT02,MDT02-ETRS89-HU28-1092-3-COB2.asc,10325530,1
MDT02,MDT02-ETRS89-HU28-1092-4-COB2.asc,10325460,1
MDT02,MDT02-ETRS89-HU28-1093-2-COB2.asc,10325506,1
MDT02,MDT02-ETRS89-HU28-1093-3-4-COB2.asc,10325452,1
MDT02,MDT02-ETRS89-HU28-1093-4-COB2.asc,10325467,1
MDT02,MDT02-ETRS89-HU28-1094-1-COB2.asc,10325484,1
MDT02,MDT02-ETRS89-HU28-1095-1-2-COB2.asc,10325501,1
MDT02,MDT02-ETRS89-HU28-1095-3-COB2.asc,10325459,1
MDT02,MDT02-ETRS89-HU28-1095-4-COB2.asc,10325509,1
MDT02,MDT02-ETRS89-HU28-1096-1-2-COB2.asc,10325481,1
MDT02,MDT02-ETRS89-HU28-1096-3-4-COB2.asc,10325465,1
MDT02,MDT02-ETRS89-HU28-1097-1-2-COB2.asc,10325499,1
MDT02,MDT02-ETRS89-HU28-1097-1-COB2.asc,10325494,2
MDT02,MDT02-ETRS89-HU28-1097-3-4-COB2.asc,10325470,2
MDT02,MDT02-ETRS89-HU28-1097-3-COB2.asc,10325517,2
MDT02,MDT02-ETRS89-HU28-1098-3-COB2.asc,10325466,2
MDT02,MDT02-ETRS89-HU28-1098-4-COB2.asc,10325507,2
MDT02,MDT02-ETRS89-HU28-1099-2-COB2.asc,10325514,2
MDT02,MDT02-ETRS89-HU28-1099-3-COB2.asc,10325526,2
MDT02,MDT02-ETRS89-HU28-1099-4-COB2.asc,10325463,2
MDT02,MDT02-ETRS89-HU28-1100-1-COB2.asc,10325502,2
MDT02,MDT02-ETRS89-HU28-1100-2-COB2.asc,10325461,2
MDT02,MDT02-ETRS89-HU28-1100-3-COB2.asc,10325483,2
MDT02,MDT02-ETRS89-HU28-1101-1-COB2.asc,10325495,2
MDT02,MDT02-ETRS89-HU28-1101-2-COB2.asc,10325486,2
MDT02,MDT02-ETRS89-HU28-1102-1-COB2.asc,10325527,2
MDT02,MDT02-ETRS89-HU28-1102-2-COB2.asc,10325453,2
MDT02,MDT02-ETRS89-HU28-1103-2-COB2.asc,10325485,2
MDT02,MDT02-ETRS89-HU28-1103-4-COB2.asc,10325505,2
MDT02,MDT02-ETRS89-HU28-1104-1-COB2.asc,10325508,2
MDT02,MDT02-ETRS89-HU28-1104-2-COB2.asc,10325524,2
MDT02,MDT02-ETRS89-HU28-1104-3-COB2.asc,10325471,2
MDT02,MDT02-ETRS89-HU28-1104-4-COB2.asc,10325478,2
MDT02,MDT02-ETRS89-HU28-1105-2-COB2.asc,10325498,2
MDT02,MDT02-ETRS89-HU28-1105-3-COB2.asc,10325503,2
MDT02,MDT02-ETRS89-HU28-1105-4-COB2.asc,10325500,2
MDT02,MDT02-ETRS89-HU28-1106-2-COB2.asc,10325512,2
MDT02,MDT02-ETRS89-HU28-1106-4-COB2.asc,10325455,2
MDT02,MDT02-ETRS89-HU28-1107-1-COB2.asc,10325510,2
MDT02,MDT02-ETRS89-HU28-1107-2-COB2.asc,10325522,2
MDT02,MDT02-ETRS89-HU28-1107-3-COB2.asc,10325497,2
MDT02,MDT02-ETRS89-HU28-1107-4-COB2.asc,10325525,2
MDT02,MDT02-ETRS89-HU28-1108-2-1-COB2.asc,10325515,2
MDT02,MDT02-ETRS89-HU28-1109-1-COB2.asc,10325480,2
MDT02,MDT02-ETRS89-HU29-0001-2-COB2.asc,10323899,2
MDT02,MDT02-ETRS89-HU29-0001-3-COB2.asc,10323778,2
MDT02,MDT02-ETRS89-HU29-0001-4-COB2.asc,10323707,2
MDT02,MDT02-ETRS89-HU29-0002-1-COB2.asc,10323961,2
MDT02,MDT02-ETRS89-HU29-0002-2-COB2.asc,10323968,2
MDT02,MDT02-ETRS89-HU29-0002-3-COB2.asc,10323934,2
MDT02,MDT02-ETRS89-HU29-0002-4-COB2.asc,10323948,2
MDT02,MDT02-ETRS89-HU29-0003-3-COB2.asc,10323851,2
MDT02,MDT02-ETRS89-HU29-0006-2-COB2.asc,10323866,2
MDT02,MDT02-ETRS89-HU29-0006-4-COB2.asc,10323760,2
MDT02,MDT02-ETRS89-HU29-0007-1-COB2.asc,10323829,2
MDT02,MDT02-ETRS89-HU29-0007-2-COB2.asc,10323704,2
MDT02,MDT02-ETRS89-HU29-0007-3-COB2.asc,10323774,2
MDT02,MDT02-ETRS89-HU29-0007-4-COB2.asc,10323789,2
MDT02,MDT02-ETRS89-HU29-0008-1-COB2.asc,10323977,2
MDT02,MDT02-ETRS89-HU29-0008-2-COB2.asc,10323949,2
MDT02,MDT02-ETRS89-HU29-0008-3-COB2.asc,10323958,2
MDT02,MDT02-ETRS89-HU29-0008-4-COB2.asc,10323947,2
MDT02,MDT02-ETRS89-HU29-0009-1-COB2.asc,10323820,3
MDT02,MDT02-ETRS89-HU29-0009-2-COB2.asc,10323904,3
MDT02,MDT02-ETRS89-HU29-0009-3-COB2.asc,10323869,3
MDT02,MDT02-ETRS89-HU29-0009-4-COB2.asc,10323909,3
MDT02,MDT02-ETRS89-HU29-0010-3-COB2.asc,10323726,3
MDT02,MDT02-ETRS89-HU29-0020-3-COB2.asc,10323700,3
MDT02,MDT02-ETRS89-HU29-0021-2-COB2.asc,10323779,3
MDT02,MDT02-ETRS89-HU29-0021-3-COB2.asc,10323766,3
MDT02,MDT02-ETRS89-HU29-0021-4-COB2.asc,10323857,3
MDT02,MDT02-ETRS89-HU29-0022-1-COB2.asc,10323821,3
MDT02,MDT02-ETRS89-HU29-0022-2-COB2.asc,10323761,3
MDT02,MDT02-ETRS89-HU29-0022-3-COB2.asc,10323864,3
MDT02,MDT02-ETRS89-HU29-0022-4-COB2.asc,10323932,3
MDT02,MDT02-ETRS89-HU29-0023-1-COB2.asc,10323979,3
MDT02,MDT02-ETRS89-HU29-0023-2-COB2.asc,10323969,3
MDT02,MDT02-ETRS89-HU29-0023-3-COB2.asc,10323963,3
MDT02,MDT02-ETRS89-HU29-0023-4-COB2.asc,10323959,3
MDT02,MDT02-ETRS89-HU29-0024-1-COB2.asc,10323885,3
MDT02,MDT02-ETRS89-HU29-0024-2-COB2.asc,10323912,3
MDT02,MDT02-ETRS89-HU29-0024-3-COB2.asc,10323738,3
MDT02,MDT02-ETRS89-HU29-0024-4-COB2.asc,10323740,3
MDT02,MDT02-ETRS89-HU29-0025-1-COB2.asc,10323741,3
MDT02,MDT02-ETRS89-HU29-0025-3-COB2.asc,10323745,3
MDT02,MDT02-ETRS89-HU29-0043-2-COB2.asc,10323730,3
MDT02,MDT02-ETRS89-HU29-0043-3-COB2.asc,10323913,3
MDT02,MDT02-ETRS89-HU29-0043-4-COB2.asc,10323859,3
MDT02,MDT02-ETRS89-HU29-0044-1-COB2.asc,10323749,3
MDT02,MDT02-ETRS89-HU29-0044-2-COB2.asc,10323723,3
MDT02,MDT02-ETRS89-HU29-0044-3-COB2.asc,10323708,3
MDT02,MDT02-ETRS89-HU29-0044-4-COB2.asc,10323892,3
MDT02,MDT02-ETRS89-HU29-0045-1-COB2.asc,10323843,3
MDT02,MDT02-ETRS89-HU29-0045-2-COB2.asc,10323907,3
MDT02,MDT02-ETRS89-HU29-0045-3-COB2.asc,10323720,3
MDT02,MDT02-ETRS89-HU29-0045-4-COB2.asc,10323910,3
MDT02,MDT02-ETRS89-HU29-0046-1-COB2.asc,10323874,3
MDT02,MDT02-ETRS89-HU29-0046-2-COB2.asc,10323944,3
MDT02,MDT02-ETRS89-HU29-0046-3-COB2.asc,10323897,3
MDT02,MDT02-ETRS89-HU29-0046-4-COB2.asc,10323943,3
MDT02,MDT02-ETRS89-HU29-0047-1-COB2.asc,10323950,3
MDT02,MDT02-ETRS89-HU29-0047-2-COB2.asc,10323953,3
MDT02,MDT02-ETRS89-HU29-0047-3-COB2.asc,10323970,3
MDT02,MDT02-ETRS89-HU29-0047-4-COB2.asc,10323839,3
MDT02,MDT02-ETRS89-HU29-0048-1-COB2.asc,10323905,3
MDT02,MDT02-ETRS89-HU29-0048-2-COB2.asc,10323918,3
MDT02,MDT02-ETRS89-HU29-0048-3-COB2.asc,10323930,3
MDT02,MDT02-ETRS89-HU29-0048-4-COB2.asc,10323731,3
MDT02,MDT02-ETRS89-HU29-0049-1-COB2.asc,10323811,3
MDT02,MDT02-ETRS89-HU29-0049-3-COB2.asc,10323783,3
MDT02,MDT02-ETRS89-HU29-0049-4-COB2.asc,10323819,3
MDT02,MDT02-ETRS89-HU29-0067-2-COB2.asc,10323803,3
MDT02,MDT02-ETRS89-HU29-0067-4-COB2.asc,10323724,4
MDT02,MDT02-ETRS89-HU29-0068-1-COB2.asc,10323838,4
MDT02,MDT02-ETRS89-HU29-0068-2-COB2.asc,10323916,4
MDT02,MDT02-ETRS89-HU29-0068-3-COB2.asc,10323861,4
MDT02,MDT02-ETRS89-HU29-0068-4-COB2.asc,10323696,4
MDT02,MDT02-ETRS89-HU29-0069-1-COB2.asc,10323848,4
MDT02,MDT02-ETRS89-HU29-0069-2-COB2.asc,10323709,4
MDT02,MDT02-ETRS89-HU29-0069-3-COB2.asc,10323777,4
MDT02,MDT02-ETRS89-HU29-0069-4-COB2.asc,10323850,4
MDT02,MDT02-ETRS89-HU29-0070-1-COB2.asc,10323695,4
